SYMBOL,NAME,EXCHANGE
IF100-48.TA,UKX/INDEX SAL S48,TLV
LYQI.HM,L UC ETF ASIA C EUR,HAM
JDST,DIREXION DAILY JR GLD MNRS BEAR 3X ETF,PCX
BEAR-EL-X4-S.ST,EL/SEB 22 NTS,STO
SC05.F,SO SX 600 RE EUR-AC,FRA
SMRP.L,AMUNDI ETF GLBEQ MLTSMTALLCSCNTBETA£ A/I,LSE
CSWD.L,ISHARES VII PLC ISHARES MSCI WO,LSE
LYQI.F,L UC ETF ASIA C EUR,FRA
HRDU-D1.TA,USD/HAREL SC CD S1,TLV
IBCA.HM,ISHS EU GOV BD G-CT,HAM
CM9.PA,AM WLD EX EM UC ETF,PAR
XMKE.DE,DBXT MSCI EMENE 1C,GER
DXSV.MU,DBXT2 SHORT EUR 1C,MUN
3GOS.L,BOOST GOLD 3X SHORT DAILY ETP,LSE
3SSI.L,BOOST ISSUER PUBLIC LIMITED COM,LSE
XACT-MATERIALER.O,,
IBGM.SW,ISHS EUR GOV BD EUR,EBS
EWC.MX,ISHS MSCI CA,MEX
1089989.F,CS GROUP CAP VRN,FRA
VEF5.DU,MKET VECT GLD MIN,DUS
540C.SG,AM EUR TELEC UC ETF,STU
18313602.SW,ZKB SILVERETF AAHCH,EBS
EXXW.MU,ISHS DJAPSLDV30,MUN
DBZB.HM,DBXT2 GL SU  1C,HAM
PSP.MI,POWSHS GLOB EQT EUR,MIL
EXV8.HM,ISHSTEUCM(DE),HAM
PIMT.L,ETFS HEDGED COMMODITY SECURITIE,LSE
IBCY.BE,ISHS S&P500; USD,BER
SXRY.DE,ISHS FTSE EUR-ACC,GER
IFNA,ISHARES NORTH AMERICA REAL ESTATE,NIM
UC16.L,UBS ETF PLC CMCI COMPOSITE SF(USD) I-ACC,LSE
Z4L.PA,COMS CAC 40 LEV IC,PAR
XGC,,
11493924.DU,DK MSCI CHINA,DUS
CIE-A.TO,ISHARES INTL FUNDAMENTAL INDEX ,TOR
RBL,SPDR S&P; RUSSIA ETF,PCX
FCG,FIRST TRUST ISE-REVERE NATURAL GAS ETF,PCX
PPLT.MX,ETFS PLATINUM SBI,MEX
PSP.MX,PWSH GLB LST PRV EQ,MEX
18M4.DU,AM CONS DISC UC ETF,DUS
BULL-REC-HA.OL,REC/SHB CT 40,OSL
X60593.TI,5 SD3E/SG ISSUER 17,TLO
BEAR-EL-X2-S.ST,EL/SEB 22 NTS,STO
LYYE.HM,L UCITS RUSS C EUR,HAM
IQQ6.DU,ISHS DEV MK PRO G-C,DUS
MLPA,GLOBAL X MLP ETF,PCX
PACUKD.SW,UBSETF MSCI PA AUKD,EBS
BEAR-GBPSEK-X3-H.ST,GBP/SEK/SHB CERT 19,STO
SPYZ.SG,SSGA SPDR FI EUR-AC,STU
MALD.L,LYXOR ETF MSCI MALAYSIA USD A/I,LSE
CRP.PA,L U ETF CO BD C EUR,PAR
LYQ7.DU,L UC ETF INF INV GR,DUS
VNQ,VANGUARD REIT ETF,PCX
FXD.MX,FSTTR CO DISC ALPHD,MEX
J40H.BE,PRSH ULT 7-10 YR TR,BER
107560.KS,GIANT HYUNDAI MOTOR,KSC
HR100-35.TA,TA100/HAREL SAL S35,TLV
88PF.L,,
IBB.MX,ISHS NASDAQ BIOTECH,MEX
EXH1.HM,ISHSEU600OG,HAM
EXFN.AS,ISHARES EURO EUR-AC,AMS
SPYD.F,SPDR S&P; US DIV USD,FRA
HYI.TO,HORIZONS ACTIVE HIGH YIELD BOND ETF COMM,TOR
UB61.L,UBS ETF UBS ETF MSCI EUROPE INF,LSE
XCS4.L,DB X-TRACKERS DBX MSCI THAILAND,LSE
IUKP.SW,ISHS UK PROPER GBP ,EBS
DBZK.DU,DBXT SE600 IGS 1CC,DUS
XMKO.SW,DBXT MSCI KOREA 1C,EBS
IBCD.MU,ISHS USD CO BD G-CT,MUN
M9SA.DU,RBS MAR ICI C,DUS
XEO.NX,DBXT2 EONIA 1C,ENX
EXXU.SG,ISHS DJCHOFSH50,STU
LYUSA.SW,L UCITS  USA D USD,EBS
US7.PA,AM TR 7-10 UC ETF C,PAR
EXV5.DU,ISHSEU600AP(DE),DUS
JB6W.SG,J BAER SM EQ W SC,STU
ZPRE.F,SPD MSCI EMU EUR-AC,FRA
EMMV.L,ISHARES MSCI EMERG MKTS MINIMUM VOLATIL,LSE
1525308.BE,6.8 RBS CAP TRUST ,BER
FEU,SPDR STOXX EUROPE 50 ETF,PCX
O052.L,ISHARES PLC ISHARES DJ STOXX 60,LSE
LTL,PROSHARES ULTRA TELECOMMUNICATIONS,PCX
DXJC,WISDOMTREE JAPAN HEDGED CAPITAL GDS ETF,PCX
LYMX.SG,L U ETF I SEC C EUR,STU
SML4.MU,SOU HEA CR USD-A-AC,MUN
18ME.SG,AM MSCI EUR UC ETF,STU
GQRE,FLEXSHARES GLBL QUALITY REAL ESTATE ETF,PCX
SPYN.MU,SSGA MSCI EN EUR-AC,MUN
CRED.MX,ISH CORE US CT BOND,MEX
EXI6.DU,ISHSSTXNA600REC,DUS
XMKS.DU,DBXT MSCI EM CS 1C,DUS
LIVD.L,"UBS AG, LONDON BRANCH",LSE
IJK.MX,ISHS S&P; MDCP400,MEX
MMTM,SPDR S&P; 1500 MOMENTUM TILT ETF,PCX
LNEY.MI,LNEY/ETFS,MIL
PHPT.MI,PHPT/ETFS,MIL
KSMTW-17.TA,TWY/KSM SAL S17,TLV
GPGYM3.TI,HSCEI/GSI 18,TLO
11925964.SW,UBS BLO CO EUR-A-AC,EBS
XMD.TO,ISHARES S&P;/TSX COMPLETION,TOR
C063.F,COMS S600 BR IC,FRA
DBPG.DE,DBX S&P500; X2 1C,GER
10737617.DU,ISHS NASDAQ USD-AC,DUS
ICSH,ISHARES LIQUIDITY INCOME,BTS
CD47.DU,COMS PSI 20 IC,DUS
PSRF.L,POWERSHARES GLBAL FUNDS IRELAND,LSE
LYY6.F,L UC ETF R/C C EUR,FRA
EXSG.HM,ISHSEUSTXSLDV30,HAM
2UKS.L,BOOST FTSE 100 2X SHORT DAILY ETP,LSE
55WO.L,,
EXHB.MU, ISERGG 1.5-2.5,MUN
CSBGE7.SW,ISHS EUR GOV EUR-AC,EBS
EWRM,GUGGENHEIM RUSSELL MIDCAP EQUAL WT ETF,PCX
IUS6.SG,ISHS EUR COV B G-CT,STU
XMEA.ST,DBXT MSCI EMEA 1C,STO
IWRDN.MX,ISHS MSCI WORLD USD,MEX
79DK.L,,
IEMG.MX,ISHS CORE EM,MEX
VUN.TO,VANGUARD US TOTAL MARKET ETF,TOR
14422579.SG,MOR STAN&CO; 16 FRN,EWX
RWXL,UBS ETRACS M PY 2XLVG DJ INTL RELEST ETN,PCX
XG71.SG,DBX IBOXX GR7-10 1D,STU
LYQ3.DU,L UCITS 3-5Y INV GR,DUS
UEFR.DE,UBS ETF MIE LC AD,GER
C021.MU,COMS TOPIX IC,MUN
102110.KS,TIGER200,KSC
JPXG.L,LYXOR ETF JPX-NIKKEI 400 C-EUR,LSE
IRHC.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
EMBD.PA,LIF EM LC BD UEDD,PAR
BBCK.MU,POW US BUY ARCH USD,MUN
STZ.PA,SSGA SPDR FI EUR-AC,PAR
EXHG.DE,IS EGBC 1.5-2.5,GER
XHYP.DE,DBX YLD PLUS HEDG C,GER
DBXD.DE,DBXT DAX 1C,GER
19BB.L,IQCD/HSBC 16 ELN,LSE
15SM.L,HSCI/BARC 17 NTS,LSE
SAGRI.MI,SAGR/ETFS,MIL
LYYM.HM,L U ETF STX E600 UT,HAM
60LU.L,KOTAKBANK/HSBC WT19,LSE
IGLN.L,ISHARES PHYSICAL GOLD ETC,LSE
SPMV.PA,OL US MV UE1CC,PAR
IBCM.SG,ISHS EU GOV G-CT,STU
22968538.IR,CSOP A50 CNY-A-ACC,ISE
SPYP.DU,SPDR EUR MAT UC ETF,DUS
KSM-110D.TA,DAX/KSM SAL S110,TLV
JGBD,POWERSHARES DB 3X INVRS JP GVBD FUTS ETN,PCX
WXM-A.TO,F A MORNINGSTAR CDA MOMENTUM ID,TOR
SPY1.F,SPDR US LV USD-AC,FRA
MUAH,ISHARES 2019 AMT-FREE MUNI TERM,PCX
EXXV.BE,ISHS DJEUSTNSCR,BER
ETLN.DE,GO GLB NUC ENG G-CT,GER
DX2T.DE,DBX EU 350 S 1C,GER
ALUU.L,"UBS AG, LONDON BRANCH",LSE
YSYI.AX,SPDR MSCI AU SELECT HDY,ASX
FXR,FIRST TRUST INDTLS/PRDCRDURBALPHADEXETF,PCX
VCSH.MX,VN SH-TR CR BD IDX,MEX
XFN.TO,ISHARES S&P;/TSX CAPPED FINANCIALS,TOR
13313588.F,DEUTSCHE REG S FR,FRA
X00955.TI,SPX/SG ISSUER 16ELN,TLO
X012.SW,COMS M EMU IC,EBS
IQQW.BE,ISHS MSCI WORLD USD,BER
EMUL.L,ISHARES MSCI EMU LARGE CAP,LSE
ZSILUS.SW,ZKB SILVERETF AAUSD,EBS
10191015.DU,AM INV GR UC ETF C,DUS
GSMA,ALPS/GS MOMENTUM BUILDER MULTI-ASSET ETF,PCX
IS0K.F,ISHS FR GOV BD G-CT,FRA
EUNK.DE,ISHS MSCI EUR-ACC,GER
2038871.SG,DBK CAP FD CL B FRN,STU
FLAG,FORENSIC ACCOUNTING ETF,PCX
BWX.MX,SPDR BR INTL TB ETF,MEX
IEDY.L,ISHARES EMERGING MARKETS DIVIDEND,LSE
IQQ7.DE,ISHS US PRO YI G-CT,GER
2747787.SW,L UCITS JAP D JPY,EBS
SYBI.F,SPDR EM IN LI USD,FRA
EL4L.HM,DK IB LSD 1-3,HAM
93NN.L,BASKET/RBS 15,LSE
IQQV.F,ISHS EUR MA LA G-CT,FRA
IQQE.SG,ISHS MSCI EM MK USD,STU
PCC2.LS,COMS CAC 40 LEV IC,LIS
XMEU.SW,DBXT MSCI EU 1C,EBS
JPNU.L,LYXOR ETF JAPAN (TOPIX) D-EUR A/I,LSE
SOFT.L,IPATH S&P; GSCI SOFTS INDEX TR (DE) ETN,LSE
BEAR-USDSEK-X3-H.ST,USD/SEK/SHB CERT 19,STO
CFR.L,AMUNDI ETF MSCI FRANCE A/I,LSE
YMVR.AX,MKT VECT AU RES EIN,ASX
ISQM.BE,ISH CHINA LG-CP,BER
6PSF.SG,POWSHS GLOB WAT EUR,STU
AMEA.HM,AM EM ASIA ETF EUR,HAM
HRSHA-9.TA,SHAHAR/HAREL SAL S9,TLV
XDER.MI,DBXT E/N DE RE 1C,MIL
SCPB,SPDR BARCLAYS SHORT TERM CORP BD ETF,PCX
XBI,SPDR S&P; BIOTECH ETF,PCX
XTN,SPDR S&P; TRANSPORTATION ETF,PCX
IQQX.DU,ISHS AS PC DIV G-CT,DUS
LYYV.DU,L UC ETF P&H; GOODS,DUS
EL4Q.SG,DK IB LSD 10+,STU
UEFZ.DE,UBS ETF SF510 AD,GER
RQF.TO,RBC TARGET 2018 CORPORATE BOND ETF,TOR
UB37.L,UBS ETF UBS ETF MSCI TURKEY (EU,LSE
UIM7.DU,UBS ETF MSCI WLD AD,DUS
24770428.PA,SSGA SPDR TE EUR-AC,PAR
P9505-26.TA,BASKT/PSAGOT S26,TLV
PLND.MX,MKT VECTORS PL ETF,MEX
ZPR3.F,SSGA RUSSE 3000 USD,FRA
BOIL,PROSHARES ULTRA BLOOMBERG NATURAL GAS,PCX
JBSEWC.SW,J BAER SM EQ W SC,EBS
LYMF.MU,L UC ETF SEL DIV 30,MUN
IEMG,ISHARES CORE MSCI EMERGING MARKETS,PCX
QID,PROSHARES ULTRASHORT QQQ,PCX
LYS4.SG,L UCI BD 1-3Y C EUR,STU
LYYG.HM,LYX UC ETF TURKEY,HAM
41GQ.L,NCB/HSBC BANK 17,LSE
XDS.NX,DBXT SE6 HC SH 1C,ENX
10632216.DU,COMS ISGC3M-2 IC,DUS
DISG.L,MULTI UNITS LUXEMBOURG LYXOR ET,LSE
KSMO-142.TA,MWM/KSM CRT S142,TLV
LYPT.BE,MUL LY C SPT60 D,BER
XGIU.DE,DBX GLBL INF L ETF,GER
IBCG.HM,ISHS MSCI JP G-CT,HAM
SYBM.SG,SPDR BAR EMG MK USD,STU
DJEU.L,LYXOR ETF DOW JONES INDUSTR AVRG D? A/I,LSE
EXI2.SG,ISHS DWJNGLTT50,STU
DX2Z.MU,DBX SEL FRONTIER 1C,MUN
EXX4.DU,IS EUR STX H C,DUS
D5BB.DE,DBXT2 I GU 1DD,GER
X24F.DE,EUR STX 50 UC ETF D,GER
DX23.SG,DBXT2 EONIA  2C,STU
FXG.MX,FSTTR CONS STA ALDX,MEX
COLX,MARKET VECTORS COLOMBIA ETF,PCX
XAIN.DU,DBXT MSCI INDO 1C,DUS
10200633.DU,ISHS EUR GOV EUR-AC,DUS
INDSR-50.TA,SHA/INDEX SAL S50,TLV
USICHY.SW,UBS MSCI INF USD-A-,EBS
USAU.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
10737503.SW,ISH MSCI CAN USD-AC,EBS
VE42.HM,MK VCT JR GLD MINER,HAM
FBT,FIRST TRUST NYSE ARCA BIOTECH ETF,PCX
DX2E.DU,DBX GLBL INFRA 1C,DUS
RETL,DIREXION DAILY RETAIL BULL 3X ETF,PCX
DBPG.F,DBX S&P500; X2 1C,FRA
JBPLEA.SW,JB PHYSPLATIN A EUR,EBS
CNAL.L,LYXOR FORTUNE SG ETF MSCI CHINA A (DR)C$,LSE
SC0X.BE,SO SX 600 TE EUR-AC,BER
2833.HK,HS HSI ETF,HKG
X04632.TI,2.6315789 BSKT/MS19,TLO
SPYG.HM,SPDR S&P; UK DIV GBP,HAM
18MK.F,AM MSCI IND ETF EUR,FRA
X011.HM,COMS M EU IC,HAM
XDER.L,DB X-TRACKERS DBX FTSE EPRA/NAR,LSE
EXI3.DU,ISHS DJ IND AVG,DUS
INEMLB,PIMCO EMERGING MARKET ADVANTAGE,NIM
SLXX.L,,LSE
XEF.TO,ISHARES CORE MSCI EAFE IMI,TOR
XSER.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
IQQM.DE,ISHS EUR STOXX G-CT,GER
2836.HK,ISHARES S&P; BSE SENSEX INDIA,HKG
DBXI.BE,DBXT FTSE MIB 1D,BER
LYY1.DE,L UC ETF EMU SM CAP,GER
HFR-A.TO,HORIZONS ACTIVE FLOATING RATE B,TOR
IBC9.DU,ISHS GL CO BN G-CT,DUS
LYYV.BE,L UC ETF P&H; GOODS,BER
PHSN.L,ETFS INDUSTRIAL METAL SECURITIE,LSE
LYS1.SG,L U ETF R2000 C EUR,STU
7GXB.BE,GLBL X MSCI NIGERIA,BER
DX26.HM,DBXT DBCB LE 1C,HAM
DFJ,WISDOMTREE JAPAN SMALLCAP DIVIDEND ETF,PCX
ERUS,ISHARES MSCI RUSSIA CAPPED,PCX
UB66.L,UBS ETF UBS ETF STOXX GLOBAL RA,LSE
C5E.SG,AM ST EUR 50 UC ETF,STU
XCBB.DE,DBXT2 I CR2SDU 1CC,GER
UBC,UBS ETRACS CMCI LIVESTOCK TOT RET ETN,PCX
IDX.MX,MKT VCT INDONESIA ,MEX
IQQP.DU,ISHS EUR PROYE G-CT,DUS
CYB.MX,WT CNY STRATEGY,MEX
C031.SG,COMS ATX IC,STU
KST25-23.TA,TA25/KSM SAL X323,TLV
C50.PA,A ST 50 UCITS ETF C,PAR
SEMA.MI,ISHS MSCI EM USD-AC,MIL
IUSQ.DU,ISHS MSCI AC G-CT,DUS
CNXT,MARKET VECTORS CHINAAMC SME-CHINEXT ETF,PCX
KTBSK-88.TA,TBSK/KSM SAL S88,TLV
3016207.DU,ISHS EU GOV G-CT,DUS
4GX0.BE,GLB X SUPERDIV US,BER
X015.DE,COMS M PAC XJAP IC,GER
IGV,ISHARES NORTH AMERICAN TECH-SOFTWARE,PCX
AGQ,PROSHARES ULTRA SILVER,PCX
C066.DE,COMS S600 FS IC,GER
43293.L,BARCLAYS BK 14 ELN,LSE
XGID.L,DB X-TRACKERS DBX S&P; GBL INFRA,LSE
INAA.SW,ISHS MSCI NH AM USD,EBS
CH5.PA,AM EU HEALTH UC ETF,PAR
SLF.AX,SPDR® S&P;/ASX 200 LISTED PROPERTY ETF,ASX
XMEC.L,DB X-TRACKERS DBX MSCI EM CONSU,LSE
HEZU,ISHARES CURRENCY HEDGED MSCI EMU,PCX
SCTO,GLOBAL X | JPMORGAN US SECTOR ROTAT ETF,PCX
C006.DU,COMS FAZ INDEX IC,DUS
PGX,POWERSHARES PREFERRED ETF,PCX
LYM5.DU,L UCITS 5-7Y INV GR,DUS
XPAL.L,DB ETC PLC DB PHYSICAL PALLADIU,LSE
IVV.MX,ISHS CR S&P; 500 ,MEX
COSG.L,MULTI UNITS FRANCE LYXOR ETF MS,LSE
KROO,IQ AUSTRALIA SMALL CAP ETF,PCX
183700.KS,KSTAR FIXED INCOME BALANCED,KSC
174360.KS,KSTAR CSI100,KSC
ITWN.MI,ISHARES MSCI TA USD,MIL
GSAX,ALPS/GS MOM BLDR ASEXJPN EQ & US TRS ETF,PCX
DX2G.F,DBXT CAC40 1D,FRA
PICK,ISHARES MSCI GLBL METALS & MINING PRDCRS,PCX
4976721.DU,GO DAXGLB GOLD G-CT,DUS
QUID,PIMCO STERLING SHORT MATURITY S,NIM
IWRD.SW,ISHS MSCI WORLD USD,EBS
LYM9.DU,L UC ETF N EN D EUR,DUS
41GJ.L,RIBL/HSBC BANK 17,LSE
DBZB.BE,DBXT2 GL SU  1C,BER
P3W8.BE,PWRSHS DYN FD & BVG,BER
X03G.F,DBXT2 I GU 4DD,FRA
IPO,RENAISSANCE IPO ETF,PCX
UB96.L,UBS ETF UBS ETF MARKIT IBOXX E ,LSE
XDEQ.SG,DBX QA FC USD-1C-AC,STU
SPOL.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
UB14.L,UBS ETF UBS ETF MSCI EUROPE (EU,LSE
GC40.F,A CAC40 UCITS ETF C,FRA
LRX2.MU,L UC ETF COV BD AGG,MUN
VAL.PA,L UCITS ETF MSCI,PAR
SXRS.DE,ISHS EUR INF EUR-AC,GER
12353296.DU,PIMCO EUR AD GV EUR,DUS
XBRS.L,DB X-TRACKERS DBX EUROPE 600 BA,LSE
VEFF.BE,MKT VC CHINAAMC,BER
XME,SPDR S&P; METALS AND MINING ETF,PCX
EUNL.MU,ISHS CR WD USD-AC,MUN
UIMV.DU,UBS ETF STO GRE AD,DUS
XESG.L,DB X-TRACKERS DBX MSCI EMERGING,LSE
SXRF.F,,
C014.DE,COMS S&P; 500 TR IC,GER
EXHE.SG,ISHS PFBRFE DE,STU
CSZA.MI,ISHS MSCI SA USD-AC,MIL
IS0X.MU,ISHS GLB CRP B G-CT,MUN
CEMA.L,ISHARES VII PLC ISHARES MSCI EM,LSE
TBT,PROSHARES ULTRASHORT 20+ YEAR TREASURY,PCX
SMEX.L,"ISHARES VI PLC (THE ""COMPANY"") ",LSE
ZWH.TO,BMO US HIGH DIVIDEND COVERED CALL ETF,TOR
IQQG.MU,ISHS EUR MR LG G-CT,MUN
ZPRA.F,SPDR ASIA DIV USD,FRA
77TX.L,CHONG/HSBC WT20,LSE
MVUS.SW,OL US MV UE1CC,EBS
PPH.MX,MKT VCTR PHARMACTCL,MEX
19WF.L,TTF/HSBC 15 ELN,LSE
CSEMUM.SW,ISH L EMU MC C,EBS
IBC5.DE,ISHARES MSCI CANADA,GER
MAL.MI,L UC ETF MAL C EUR,MIL
IBCN.F,ISHS EUR GOV B G-CT,FRA
IBCXN.MX,ISH EU CO BN LA EUR,MEX
LYY8.BE,MUL LY L DDAX,BER
XS2D.L,DB X-TRACKERS DBX S&P; 500 2X LE,LSE
PEHH.SW,POWSHS FTSE E-M EUR,EBS
HMCD.L,HSBC MSCI CHINA ETF,LSE
DLVX.AS,MUL LY DL F IN,AMS
AGG.MX,ISH CR US AGG BOND,MEX
EU,WISDOMTREE EURO DEBT ETF,PCX
CB3.PA,AM INV GR UC ETF C,PAR
DBX1.BE,DBXT MSCI EM 1C,BER
AIGS.MI,AIGS/ETFS,MIL
XSDS.MI,DBXT SE6 HC SH 1C,MIL
MNGLN-42.TA,BASKT/PSG IND S42,TLV
6PSC.DU,POWSHS FTSE EUR EUR,DUS
H4ZP.SG,HSBC MSCI CHIN G-CT,STU
11SY.L,BARCLAYS/BARCLAYS17,LSE
BXDB,BARCLAYS SHORT B LVGD INV S&P; 500 TR ETN,PCX
HMJP.SW,HSBC MSCI JAP USD,EBS
IBCI.MU,ISH EU IN LI EUR-AC,MUN
2276017.SW,L UCITS 1-3Y INV GR,EBS
GYLD,ARROW DOW JONES GLOBAL YIELD ETF,PCX
11925970.SW,UBS CMCI EUR-A-AC,EBS
DXS1.HM,DBXT2 GBP CASH 1D,HAM
LONG-BASMET-S-H.ST,BASKET/SHB 21 NTS,STO
IUS6.DU,ISHS EUR COV B G-CT,DUS
IWFQ.L,ISHARES MSCI WORLD QUALITY FACTOR,LSE
HXS-U.TO,HORIZONS SP 500 INDEX ETF USD,TOR
HYD.MX,MKT VCT HI YD MUN,MEX
DBPU.DU,DBXT MSCI W TS 1C,DUS
UBUP.F,UBS EMU DEFN EUR-A-,FRA
DBX5.BE,DBXT MSCI TAIW 1C,BER
UIM9.DE,UBS ETF MSCI CA AD,GER
PXE,POWERSHARES DYNAMIC ENGY EXPLR&PRDTN; ETF,PCX
HAP,MARKET VECTORS NATURAL RESOURCES ETF,PCX
RWC.TO,FIRST ASSET MSCI CANADA LR WGT ETF COMM,TOR
DXMBR.MC,DBXT MSCI BRAZ 1C,MCE
EXS2.SG,ISHS TCDAX UETF T,STU
LYQ3.BE,L UCITS 3-5Y INV GR,BER
XLV,HEALTH CARE SELECT SECTOR SPDR ETF,PCX
EL4N.MU,DK IB LSD 5-7,MUN
FDE.TO,FT ALPHADEX EM DIV ETF CAD H COMM,TOR
IUSC.F,ISHS MSCI EM L G-CT,FRA
SBUL.MI,SBUL/ETFS,MIL
LEMB,ISHARES EMERG MKTS LOCAL CURRENCY BOND,PCX
PLTI.L,UBS AG UBS ETC(UBS BBG CMCI PLA,LSE
WHTU.L,"UBS AG, LONDON BRANCH",LSE
DBXM.MU,DBX I CROS1C,MUN
IQQN.F,ISHS MSCI NH AM G-C,FRA
LYY5.BE,L UC ETF EURO D EUR,BER
EUNV.DE,ISHS EUR ST 50 G-CT,GER
LSIL.AS,LSIL/ETFS,AMS
13VP.L,ZAIN/HSBC 15 ELN,LSE
EEBN.MX,EETF DJ BR 15TE EC,MEX
IWN,ISHARES RUSSELL 2000 VALUE,PCX
C8E.MI,AM SH EUROPE UC ETF,MIL
C079.DE,COMS S600 UTIL IC,GER
LYM0.MU,L UC ETF L AM C EUR,MUN
10482753.DU,DBXT HSI SH DAY 2C,DUS
ERNU.L,ISHARES IV PLC ISHARES $ ULTRAS,LSE
PBW.MX,PWRSHS WLDHL CLN EN,MEX
EEVX,UBS E-TRACS DLY SH 5MO S&P500; VIX FU ETN,PCX
EL4S.DU,DK DB ERGOV 1-3,DUS
108480.KS,KSTAR KOSDAQ ELITE30,KSC
JBSEEC.SW,J BAER S EQ EU SC,EBS
20973873.IR,VAN FTSE EU ETF EUR,ISE
IBCN.BE,ISHS EUR GOV B G-CT,BER
CSJP.AS,ISHS MSCI JP USD-AC,AMS
EMSA,IPATH SHORT ENH MSCI EMERG MKTS ETN,PCX
8530.MU,COMS IS I-L E-I IC,MUN
UIM4.DE,UBS ETF MSCI EMU AD,GER
79QM.L,NAJRANCEMENT/HSBC17,LSE
AMEE.F,AM EUR ENERG UC ETF,FRA
HECO,HUNTINGTON ECOLOGICAL STRATEGY ETF,PCX
H4ZJ.F,HSBC MSCI WLD G-CT,FRA
VEF4.BE,MKVC RUSSIA SML CAP,BER
MRAI.AS,RBS M A RICI A C,AMS
TXF.TO,FIRST ASSET TECHGNTSCOVCALL ETF CADHCOMM,TOR
18313599.SW,ZKB SILVERETF AAEUR,EBS
DBAW,DEUTSCHE X-TRACKERS MSCIALLWLD EXUS H EQ,PCX
LYMAA.SW,LYX UCITS W GOVT BD,EBS
ULX1.DE,L UCITS SP500 C EUR,GER
540L.BE,A WLD ENERG ETF EUR,BER
NASH,LOCALSHARES NASHVILLE AREA ETF,PCX
18067687.BE,ARCEL 22 SRN,BER
YMLP,YORKVILLE HIGH INCOME MLP ETF,PCX
SML3.MU,SOU TE S&P; USD-A-AC,MUN
16KS.L,HERFY/HSBC 15 ELN,LSE
XMK7.HM,DBXT MSCI EU SM 2C,HAM
DX2Z.HM,DBX SEL FRONTIER 1C,HAM
AMPS,ISHARES UTILITIES BOND,PCX
SIPE,SPDR BARCLAYS 0-5 YEAR TIPS ETF,PCX
DXMAS.MC,DBXT MSCI EM AS 1C,MCE
ITIP,ISHARES INTNL INFLATION-LINKED BOND,PCX
CUSS.L,ISHARES VII PLC ISHARES MSCI US,LSE
RUD.TO,RBC QUANT US DIVIDEND LEADERS ETF (CAD),TOR
IS3H.MU,ISHS EMU MIDCA G-CT,MUN
X03F.DE,DBX SOV EUR 4DD,GER
GG9.BE,GOLD/GOLD BULLION,BER
EUNI.F,ISHS MSCI EM M G-CT,FRA
FXN.MX,FSTTR ENRGY ALDX FD,MEX
BBEL.L,MULTI UNITS FRANCE LYXOR UCITS ,LSE
DBPL.DU,DBXT ES50 DS 1C,DUS
EUNT.F,ISHS ER CRP B G-CT,FRA
O094.L,ISHARES PLC ISHARES FTSE CHINA ,LSE
SCHD,SCHWAB US DIVIDEND EQUITY ETF,PCX
COCU.L,"UBS AG, LONDON BRANCH",LSE
C054.HM,COMS FR ES 50 IDD,HAM
XES.PA,DBXT ES50 1D,PAR
LATINCK12.MX,HSBC MEXICO 22 12,MEX
XBAG.DE,DBX GLOBAL AGG ETF,GER
51TV.L,,
UXM-A.TO,F A MORNINGSTAR US DIV TGT 50 E,TOR
11IY.L,CYFROWY/HSBC 15 ELN,LSE
RTWO.AS,GO RUSS 2000 US USD,AMS
89EA.F,ESFG INTL FRN REG-S,FRA
KSMCR-D3.TA,KSM CUR CD S3,TLV
IS0E.DU,ISHS GLD PRD G-CT,DUS
19PP.L,BARCLAYS/BARCLAYS19,LSE
ISESF,ISHARES S&P;/TSX CAPP,PNK
LYMZ.BE,L UC ETF STX 50 LEV,BER
EUN4.DE,ISHS EUR AGG B G-CT,GER
18M8.F,AM EUR INDUS UC ETF,FRA
IBGY.L,ISHARES III PLC ISHARES EURO GO,LSE
MPFE.SG,SOU MAN EUR-A-AC,STU
CG1.PA,AM MSCI GERM UC ETF,PAR
3122239.SW,L UC ETF S AF C EUR,EBS
ETLX.MU,GO DAXGLB GOLD G-CT,MUN
BRF,MARKET VECTORS BRAZIL SMALL-CAP ETF,PCX
MRAI.SW,RBS M A RICI A C,EBS
IBCX.SW,ISH EU CO BN LA EUR,EBS
CHB.TO,ISHARES ADVTGD US HIYLD BD(CAD-HDG) COMM,TOR
3176893.SW,ISHRS SLI R CH,EBS
IUSD.DU,ISHS MSCI WD IS G-C,DUS
ENOR.MX,ISHS MSCI NORW CAP,MEX
99AI.L,,
143860.KS,TIGER HEALTH CARE,KSC
SLYG,SPDR S&P; 600 SMALL CAP GROWTH ETF,PCX
5X63.SG,COMS C BUF DS IC,STU
EXS3.F,ISHS MDAX UETF T,FRA
EMHZ,ISHARES MSCI EMERGING MARKETS HRZN,BTS
MIFMXCK09.MX,BK NY MELLON 19 09 ,MEX
IELG,ISHARES ENHANCED US LARGE-CAP,PCX
IHE.MX,ISH US PHARMA,MEX
O017.L,ISHARES PLC ISHARES DJ EURO STO,LSE
SXR3.HM,ISHS MSCI UK GBP-AC,HAM
IS0S.F,ISHS EM ASI LO G-CT,FRA
IWB,ISHARES RUSSELL 1000,PCX
